slug,name,side,effect_raw
teasing-aerocharge,Teasing Aerocharge,front,"Suppress target ally. (To suppress an object, banish it and return it to the field under its owner’s control at the beginning of the next end phase.)

Then you may load Teasing Aerocharge into an Aetherwing weapon you control."
suffocating-miasma,Suffocating Miasma,front,"Imbue 2

On Enter: If Suffocating Miasma is imbued, you may put three debuff counters on target ally.

At the beginning of each opponent’s recollection phase, that player puts a debuff counter on an ally they control. If they don’t, deal 2 unpreventable damage to their champion."
soothing-disillusion,Soothing Disillusion,front,"Choose one—
• Destroy target phantasia.
• Put a buff counter on target Animal or Beast ally."
assemble-the-ancients,Assemble the Ancients,front,Sacrifice any number of domains then summon that many Automaton Drone tokens. Each of those tokens enters the field rested with an amount of buff counters on it equal to the amount of domains sacrificed this way. Then they gain vigor until end of turn.
annihilation,Annihilation,front,"[Damage 35+] Fast Activation

[Class Bonus] Deal up to 7 damage to your champion. Destroy all non-champion objects with reserve cost equal to the amount of damage dealt to your champion this way."
aurousteel-greatsword,Aurousteel Greatsword,front,
vacuous-servant,Vacuous Servant,front,[Ciel Bonus] Vacuous Servant gets +1 POWER for each attack omen you have and +1 LIFE for each ally omen you have.
bloodshroud-temper,Bloodshroud Temper,front,"Target weapon gains omnishroud until end of turn. (An object with omnishroud can't be targeted by activations, materializations, or triggers.)

[Damage 20+] Put two durability counters on that weapon. (Apply this effect only if there are twenty or more damage counters on your champion.)"
snow-fairy,Snow Fairy,front,"Stealth (This unit can't be targeted by attacks unless permitted by true sight.)

On Enter: Rest target ally you don't control. That ally doesn't wake up during its controller's wake up phase as long as you control Snow Fairy."
vampiric-slime,Vampiric Slime,front,"Pride 3

[Class Bonus] On Hit: Recover X, where X is the amount of damage dealt by this hit."
stillwater-patrol,Stillwater Patrol,front,"True Sight (This ally can attack units with stealth.)

As long as Stillwater Patrol is attacking a unit with stealth, Stillwater Patrol gets +1 POWER."
savage-sunder,Savage Sunder,front,"[Class Bonus] On Hit: You may recover 5.

[Class Bonus] Floating Memory"
veteran-aerotheurge,Veteran Aerotheurge,front,"Ranged 2 (As long as this unit is distant, its attacks get +2POWER.) 

[Class Bonus] Ranged 2 (Multiple instances of ranged can stack.)

The first Aethercharge card you activate each turn costs 1 less to activate."
accursed-strength,Accursed Strength,front,"[Diana Bonus] This card costs 1 less to activate.

Draw 3+X cards, where X is the amount of Curse cards in your champion's lineage minus your influence. (If the amount of cards you would draw is negative, don't draw any cards.)"
tailwinds-blessing,Tailwind's Blessing,front,"Whenever your Shifting Currents change from facing North to West, allies you control get +1 POWER until end of turn."
clockwork-amalgam,Clockwork Amalgam,front,"[Class Bonus] This card costs 2 less to activate.

Clockwork Amalgam enters the field as a copy of any ally or weapon on the field except it has ""At the beginning of your recollection phase, you may return this object to your hand."""
strike-from-the-mist,Strike from the Mist,front,"Prepare 2 (You may remove two preparation counters from your champion as you activate this card.)

[Class Bonus] As long as Strike from the Mist was prepared, it can't be intercepted."
armed-and-dangerous,Armed and Dangerous,front,Draw a card for each of up to two Gun weapons you control.
tempus-stalker,Tempus Stalker,front,"Pride 2 (This ally won’t obey you unless your champion is level 2 or higher. You can’t attack with, intercept with, or activate abilities of allies that don’t obey you.)

[Class Bonus] At the beginning of your recollection phase, put a buff counter on Tempus Stalker. (Allies get +1 POWER and +1 LIFE for each buff counter on them.)"
wrathful-slime,Wrathful Slime,front,"Pride 4

[Class Bonus] On Enter: For every five damage counters on your champion, put a buff counter on Wrathful Slime. 

As long as Wrathful Slime has six or more buff counters on it, it has immortality."
fractal-of-creation,Fractal of Creation,front,"Reservable (While paying for a reserve cost, you may rest this object to pay for 1 of that cost.)

Sacrifice Fractal of Creation: Summon a token copy of target token you control."
viridescent-aetherstreak,Viridescent Aetherstreak,front,"[Class Bonus] This card costs 1 less to activate.

Choose two—
• Up to one target unit becomes distant.
• Prevent the next 2 damage that would be dealt to each distant unit this turn.
• Load Viridescent Aetherstreak into an Aetherwing weapon you control."
winbless-lookout,Winbless Lookout,front,"On Enter: Put a preparation counter on your champion. 

[Class Bonus] On Enter: Glimpse 1. (To glimpse, look at that many cards from the top of your deck. Put those cards back on the top or on the bottom of your deck in any order.)"
zhang-liao-bloodmonger,"Zhang Liao, Bloodmonger",front,"Taunt

On Enter: You may recover 3.

[Class Bonus] At the beginning of your recollection phase, if your champion has zero damage counters on them, deal 20 unpreventable damage to your champion and draw three cards."
neos-elemental,Neos Elemental,front,"[Class Bonus] This card costs 1 less to activate for each token object you control.

Hindered (This ally enters the field rested.)

Steadfast, Taunt, True Sight, Vigor

Neos Elemental gets +1 POWER and +1 LIFE for each token object you control."
three-visits,Three Visits,front,"As an additional cost to activate this card, rest your champion.

[Class Bonus] You may activate this card from your graveyard. If you do, banish it as it resolves.

[Class Bonus] You may activate this card from your banishment. If you do, put it on the bottom of your deck as it resolves.

Glimpse 2 and recover 2."
unrelenting-warden,Unrelenting Warden,front,"[Class Bonus] Taunt (While awake, this ally must be targeted before other units you control during your opponent's attack declarations if able.)

[Level 2+] Vigor (This unit wakes up at the beginning of your end phase.)"
neos-sight,Neos Sight,front,"Draw a card. If you control eight or more objects, draw a card into your memory."
charged-directive,Charged Directive,front,"Command Automaton (An Automaton ally you control performs this attack.)

On Attack: Summon a Powercell token rested. Then each opponent banishes X cards from their graveyard, where X is the amount of Powercells you control."
felicitous-flock,Felicitous Flock,front,"Intercept

[Element Bonus] [Class Bonus] Whenever you reveal Felicitous Flock from your memory, summon a Fledgling token with a buff counter on it. It gains intercept until end of turn."
tidal-sweep,Tidal Sweep,front,"Cleave (Attack all units a chosen opponent controls. This attack can't be intercepted.)

[Class Bonus] Floating Memory (While paying for a memory cost, you may banish this card from your graveyard to pay for 1 of that cost.)"
aethercloak-sentinel,Aethercloak Sentinel,front,"Ranged 4, Spellshroud, Taunt

[Class Bonus] On Enter: You may load an Aethercharge card from your graveyard or hand into an Aetherwing weapon you control. If a card was loaded from your hand this way, draw a card."
obelisk-of-armaments,Obelisk of Armaments,front,"(5), REST: Summon an Aurousteel Greatsword token. This ability costs (1) less to activate for each domain you control."
vengeful-gust,Vengeful Gust,front,"Suppress target ally you don't control. (To suppress an ally, banish it and return it to the field under its owner's control at the beginning of the next end phase.)

[Level 3+] The next time that card would enter the field this turn, it enters with ""On Enter: Deal 4 damage to your champion."""
tide-diviner,Tide Diviner,front,On Enter: Look at the top 1+LV cards of your deck. Put one of those cards into your hand and the rest into your graveyard. (LV refers to your champion's level.)
counter-interference,Counter Interference,front,"Negate target trigger or action card activation that targets an Automaton ally you control. Then you may sacrifice a Powercell. If you do, draw a card."
glorious-presence,Glorious Presence,front,"As long as you control a Shenju ally, advanced element cards your opponents activate cost 2 more to activate."
obelisk-of-fabrication,Obelisk of Fabrication,front,"(6), REST: Summon an Automaton Drone token with a buff counter on it. This ability costs (1) less to activate for each domain you control."
